Latitude,Longitude,DateHrGmt,DateHrLwt,SurfaceTemperatureCelsius,SurfaceDewpointTemperatureCelsius,SurfaceWetBulbTemperatureCelsius,RelativeHumidity,SurfaceAirPressureKilopascals,CloudCoverage,WindChillTemperatureCelsius,ApparentTemperatureCelsius,WindSpeedKph,WindDirectionDegrees,PrecipitationPreviousHourCentimeters,DownwardSolarRadiation,DiffuseHorizontalRadiationWsqm,DirectNormalIrradiance,MslPressure,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph,ReferenceEvapotranspirationMillimetersPerHour
48.82233,9.41631,8/1/2016 4:00,8/1/2016 6:00,8.3,7.690000057,8,97,97.5,43,8.3,8.3,3.3,298,0,0,0,0,101.9,8.3,0,46.6,0
48.82233,9.41631,8/1/2016 5:00,8/1/2016 7:00,11.6,10.92000008,11.2,96,97.5,57,11.6,11.6,2.6,283,0,70,44,345,102,11.6,0,45.9,0
48.82233,9.41631,8/1/2016 6:00,8/1/2016 8:00,14.2,12.38000011,13.1,89,97.6,53,14.2,14.2,2.6,266,0,224,75,630,102,14.2,0,45,0
48.82233,9.41631,8/1/2016 7:00,8/1/2016 9:00,16.6,12.89000034,14.3,79,97.6,58,16.6,16.6,2.4,287,0,398,78,804,102,16.6,0,44.8,0
48.82233,9.41631,8/1/2016 8:00,8/1/2016 10:00,17.9,11.77000046,14.2,67,97.6,39,17.9,17.9,5,279,0,581,92,892,102.1,17.9,0,45.5,0.001
48.82233,9.41631,8/1/2016 9:00,8/1/2016 11:00,19.1,10.85999966,14.1,59,97.6,21,19.1,19.1,6.6,285,0,723,98,922,102.1,19.1,0,45,0.001
48.82233,9.41631,8/1/2016 10:00,8/1/2016 12:00,20,10.36999989,14.2,54,97.6,2,20,20,7.3,295,0,812,112,902,102.1,20,0,43.5,0.002
48.82233,9.41631,8/1/2016 11:00,8/1/2016 13:00,20.7,10.15999985,14.4,51,97.6,0,20.7,20.7,7.5,302,0,861,131,872,102,20.7,0,41.6,0.002
48.82233,9.41631,8/1/2016 12:00,8/1/2016 14:00,21.4,9.930000305,14.6,48,97.6,0,21.4,21.4,7.5,309,0,890,133,883,102,21.4,0,41.7,0.002
48.82233,9.41631,8/1/2016 13:00,8/1/2016 15:00,22.3,10.03999996,14.9,46,97.6,0,22.3,22.3,6,306,0,863,129,879,102,22.3,0,39.1,0.002
48.82233,9.41631,8/1/2016 14:00,8/1/2016 16:00,22.2,9.880000114,14.9,46,97.5,0,22.2,22.2,6,308,0,761,172,763,101.9,22.2,0,42.4,0.002
48.82233,9.41631,8/1/2016 15:00,8/1/2016 17:00,21.8,9.960000038,14.8,47,97.5,4,21.8,21.8,5.6,317,0,599,194,604,101.9,21.8,0,44.6,0.002
48.82233,9.41631,8/1/2016 16:00,8/1/2016 18:00,21.5,10.78999996,15,51,97.5,36,21.5,21.5,4.7,321,0,437,182,469,101.9,21.5,0,42.9,0.001
48.82233,9.41631,8/1/2016 17:00,8/1/2016 19:00,21.1,13.43999958,16.3,62,97.5,64,21.1,21.1,2.4,333,0,263,149,293,101.9,21.1,0,40.5,0.001
48.82233,9.41631,8/1/2016 18:00,8/1/2016 20:00,18.2,14.18999958,15.6,77,97.5,71,18.2,18.2,1,344,0,105,100,16,101.9,18.2,0,37.7,0
48.82233,9.41631,8/1/2016 19:00,8/1/2016 21:00,12.4,10.38000011,11.2,87,97.5,69,12.4,12.4,0.7,175,0,0,0,0,101.9,12.4,0,34.7,0
48.82233,9.41631,8/1/2016 20:00,8/1/2016 22:00,11.8,9.640000343,10.6,86,97.5,62,11.8,11.8,1.6,183,0,0,0,0,101.9,11.8,0,31.3,0
48.82233,9.41631,8/1/2016 21:00,8/1/2016 23:00,12.7,10.02999973,11.2,84,97.5,88,12.7,12.7,1.6,185,0,0,0,0,101.9,12.7,0,30.6,0
48.82233,9.41631,8/9/2016 22:00,8/10/2016 0:00,14.6,6.840000153,10.4,60,97.6,96,14.6,14.6,6.8,336,0,0,0,0,102,14.6,0,47.6,0.001
48.82233,9.41631,8/9/2016 23:00,8/10/2016 1:00,14.5,6.690000057,10.3,59,97.6,98,14.5,14.5,8.7,339,0,0,0,0,102,14.5,0,47.9,0.001
48.82233,9.41631,8/10/2016 0:00,8/10/2016 2:00,14.1,6.679999828,10.1,61,97.6,100,14.1,14.1,9.2,344,0,0,0,0,102,14.1,0,47.4,0.001
48.82233,9.41631,8/10/2016 1:00,8/10/2016 3:00,13.4,7.159999847,10,66,97.6,98,13.4,13.4,7.2,322,0,0,0,0,102,13.4,0,48.6,0.001
48.82233,9.41631,8/10/2016 2:00,8/10/2016 4:00,13.1,7.139999866,9.9,67,97.5,99,13.1,13.1,10.2,331,0,0,0,0,101.9,13.1,0,53.8,0.001
48.82233,9.41631,8/10/2016 3:00,8/10/2016 5:00,12.1,7.420000076,9.5,73,97.5,90,12.1,12.1,7.4,327,0,0,0,0,102,12.1,0,55.8,0.001
48.82233,9.41631,8/10/2016 4:00,8/10/2016 6:00,10.4,7.449999809,8.8,82,97.6,63,10.4,10.4,6.2,312,0,0,0,0,102,10.4,0,54.7,0
48.82233,9.41631,8/10/2016 5:00,8/10/2016 7:00,10.2,7.78000021,8.9,85,97.6,24,10.2,10.2,6,298,0,47,34,293,102.1,10.2,0,54.7,0
48.82233,9.41631,8/10/2016 6:00,8/10/2016 8:00,12.3,8.340000153,10.1,77,97.6,16,12.3,12.3,6.9,295,0,188,65,590,102.1,12.3,0,54.2,0.001
48.82233,9.41631,8/10/2016 7:00,8/10/2016 9:00,13.8,8.539999962,10.9,71,97.6,15,13.8,13.8,10,291,0,370,81,776,102,13.8,0,50.9,0.001
48.82233,9.41631,8/10/2016 8:00,8/10/2016 10:00,15.2,7.960000038,11.1,62,97.6,14,15.2,15.2,15.3,295,0,548,88,878,102,15.2,0,56.1,0.002
48.82233,9.41631,8/10/2016 9:00,8/10/2016 11:00,15.9,7.71999979,11.3,58,97.6,3,15.9,15.9,17.2,301,0,682,86,913,102,15.9,0,59.9,0.002
48.82233,9.41631,8/10/2016 10:00,8/10/2016 12:00,16.8,7.090000153,11.4,53,97.6,4,16.8,16.8,16.6,305,0,784,100,908,102,16.8,0,59.5,0.002
48.82233,9.41631,8/10/2016 11:00,8/10/2016 13:00,17.4,6.570000172,11.4,49,97.6,2,17.4,17.4,16.6,309,0,843,118,891,102,17.4,0,59.2,0.003
48.82233,9.41631,8/10/2016 12:00,8/10/2016 14:00,18,6.03000021,11.4,45,97.6,1,18,18,15.8,310,0,866,122,892,102,18,0,58.1,0.003
48.82233,9.41631,8/10/2016 13:00,8/10/2016 15:00,18,5.130000114,11.1,43,97.6,0,18,18,14.5,311,0,837,157,838,102,18,0,56.6,0.003
48.82233,9.41631,8/10/2016 14:00,8/10/2016 16:00,17.9,5.260000229,11.1,43,97.6,23,17.9,17.9,15.8,313,0,687,247,589,102,17.9,0,57.5,0.003
48.82233,9.41631,8/10/2016 15:00,8/10/2016 17:00,17.4,5.659999847,11,46,97.6,36,17.4,17.4,17.1,321,0,523,241,437,102,17.4,0,58.7,0.003
48.82233,9.41631,8/10/2016 16:00,8/10/2016 18:00,16.6,6.340000153,11,51,97.6,22,16.6,16.6,15.8,324,0,401,170,451,102.1,16.6,0,57.5,0.003
48.82233,9.41631,8/10/2016 17:00,8/10/2016 19:00,15.3,7.670000076,11,60,97.7,4,15.3,15.3,13.3,322,0,235,135,278,102.1,15.3,0,56.7,0.001
48.82233,9.41631,8/10/2016 18:00,8/10/2016 20:00,13.3,8.119999886,10.4,71,97.7,49,13.3,13.3,9.5,316,0,75,75,0,102.2,13.3,0,55.4,0.001
48.82233,9.41631,8/10/2016 19:00,8/10/2016 21:00,10.5,7.190000057,8.7,80,97.8,61,10.5,10.5,7.9,306,0,0,0,0,102.2,10.5,0,54.4,0.001
48.82233,9.41631,8/10/2016 20:00,8/10/2016 22:00,9.1,7.380000114,8.2,89,97.8,60,8.4,8.4,6.2,298,0,0,0,0,102.3,9.1,0,51.8,0
48.82233,9.41631,8/10/2016 21:00,8/10/2016 23:00,8.1,7.039999962,7.6,93,97.8,46,7.6,7.6,5.3,285,0,0,0,0,102.3,8.1,0,48.6,0
48.82233,9.41631,8/10/2016 22:00,8/11/2016 0:00,7.1,6.320000172,6.7,95,97.9,19,6.4,6.4,5.2,279,0,0,0,0,102.4,7.1,0,46.3,0
48.82233,9.41631,8/10/2016 23:00,8/11/2016 1:00,6.2,5.489999771,5.8,95,97.9,4,5.4,5.4,4.9,267,0,0,0,0,102.4,6.2,0,40.1,0
48.82233,9.41631,8/11/2016 0:00,8/11/2016 2:00,5.6,5,5.3,96,97.9,0,4.8,4.8,4.9,253,0,0,0,0,102.4,5.6,0,30.5,0
48.82233,9.41631,8/11/2016 1:00,8/11/2016 3:00,4.9,4.449999809,4.7,97,97.9,0,4,4,5,257,0,0,0,0,102.4,4.9,0,22.3,0
48.82233,9.41631,8/11/2016 2:00,8/11/2016 4:00,3.9,3.420000076,3.7,97,97.9,0,3.9,3.9,4,259,0,0,0,0,102.4,3.9,0,22.9,0
48.82233,9.41631,8/11/2016 3:00,8/11/2016 5:00,3.8,3.400000095,3.6,97,97.9,0,3.8,3.8,4,283,0,0,0,0,102.4,3.8,0,25.1,0
48.82233,9.41631,8/11/2016 4:00,8/11/2016 6:00,3.1,2.859999895,2.9,98,97.9,0,3.1,3.1,3.5,264,0,0,0,0,102.5,3.1,0,25.5,0
48.82233,9.41631,8/11/2016 5:00,8/11/2016 7:00,5.9,5.460000038,5.7,97,98,20,5.9,5.9,3.5,236,0,46,33,276,102.5,5.9,0,25.4,0
48.82233,9.41631,8/11/2016 6:00,8/11/2016 8:00,8.7,7.230000019,7.9,91,98,35,8.7,8.7,3.8,207,0,157,68,436,102.5,8.7,0,24.6,0
48.82233,9.41631,8/11/2016 7:00,8/11/2016 9:00,10.8,7.889999866,9.3,83,98,40,10.8,10.8,4.5,225,0,289,104,502,102.5,10.8,0,23.3,0
48.82233,9.41631,8/11/2016 8:00,8/11/2016 10:00,13.1,7.570000172,10.1,69,98,35,13.1,13.1,5.5,252,0,453,133,615,102.5,13.1,0,22.1,0.001
48.82233,9.41631,8/11/2016 9:00,8/11/2016 11:00,15,6.489999771,10.4,57,98.1,15,15,15,7.6,264,0,673,121,848,102.5,15,0,21.6,0.001
48.82233,9.41631,8/11/2016 10:00,8/11/2016 12:00,16.2,5.75,10.6,50,98,6,16.2,16.2,8.7,270,0,791,97,925,102.5,16.2,0,20.8,0.002
48.82233,9.41631,8/11/2016 11:00,8/11/2016 13:00,17,5.619999886,10.9,47,98,2,17,17,9.5,272,0,842,136,869,102.5,17,0,21.5,0.002
48.82233,9.41631,8/11/2016 12:00,8/11/2016 14:00,17.7,5.610000134,11.2,45,98,0,17.7,17.7,10,274,0,845,159,825,102.5,17.7,0,22.7,0.002
48.82233,9.41631,8/11/2016 13:00,8/11/2016 15:00,18.4,6.769999981,12,47,97.9,15,18.4,18.4,8.4,273,0,787,184,746,102.4,18.4,0,19.6,0.002
48.82233,9.41631,8/11/2016 14:00,8/11/2016 16:00,18.5,6.78000021,12,46,97.9,52,18.5,18.5,9.9,278,0,688,224,625,102.3,18.5,0,21.7,0.002
48.82233,9.41631,8/11/2016 15:00,8/11/2016 17:00,18.2,6.389999866,11.8,46,97.9,67,18.2,18.2,10.9,279,0,546,204,533,102.3,18.2,0,23.1,0.002
48.82233,9.41631,8/11/2016 16:00,8/11/2016 18:00,17.7,6.730000019,11.7,49,97.9,65,17.7,17.7,11.7,283,0,383,188,383,102.3,17.7,0,23.9,0.002
48.82233,9.41631,8/11/2016 17:00,8/11/2016 19:00,16.6,8.119999886,11.9,58,97.9,63,16.6,16.6,9.1,286,0,225,136,251,102.3,16.6,0,19.9,0.002
48.82233,9.41631,8/11/2016 18:00,8/11/2016 20:00,14.1,7.389999866,10.4,64,97.9,72,14.1,14.1,8.7,284,0,70,70,0,102.4,14.1,0,21.5,0.001
48.82233,9.41631,8/11/2016 19:00,8/11/2016 21:00,13,6.269999981,9.5,64,97.9,90,13,13,8.2,287,0,0,0,0,102.3,13,0,22.1,0.001
48.82233,9.41631,8/11/2016 20:00,8/11/2016 22:00,12.1,6.289999962,9,67,97.9,81,12.1,12.1,7.7,293,0,0,0,0,102.4,12.1,0,22.2,0.001
48.82233,9.41631,8/11/2016 21:00,8/11/2016 23:00,11.3,7.460000038,9.2,78,98,96,11.3,11.3,5.3,304,0.014,0,0,0,102.5,11.3,0,24.7,0
48.82233,9.41631,8/11/2016 22:00,8/12/2016 0:00,10.7,8.550000191,9.5,86,98,100,10.7,10.7,3,270,0.034,0,0,0,102.5,10.7,0,23.1,0
48.82233,9.41631,8/11/2016 23:00,8/12/2016 1:00,10.6,8.829999924,9.6,89,98,98,10.6,10.6,4.7,207,0.041,0,0,0,102.5,10.6,0,21.5,0
48.82233,9.41631,8/12/2016 0:00,8/12/2016 2:00,10.7,9.050000191,9.8,90,98,97,10.7,10.7,9,197,0.013,0,0,0,102.5,10.7,0,19.8,0
48.82233,9.41631,8/12/2016 1:00,8/12/2016 3:00,11.2,9.930000305,10.5,92,98,100,11.2,11.2,10.5,221,0.014,0,0,0,102.5,11.2,0,21.4,0
48.82233,9.41631,8/12/2016 2:00,8/12/2016 4:00,11.3,10.10999966,10.6,93,97.9,99,11.3,11.3,10.9,224,0.027,0,0,0,102.4,11.3,0,20.6,0
48.82233,9.41631,8/12/2016 3:00,8/12/2016 5:00,11.4,10.19999981,10.7,93,97.9,100,11.4,11.4,11.8,231,0.018,0,0,0,102.4,11.4,0,22.5,0
48.82233,9.41631,8/12/2016 4:00,8/12/2016 6:00,11.5,10.38000011,10.9,93,97.9,97,11.5,11.5,12,231,0.02,0,0,0,102.4,11.5,0,22.8,0
48.82233,9.41631,8/12/2016 5:00,8/12/2016 7:00,11.8,10.69999981,11.1,93,98,99,11.8,11.8,12.7,232,0.00254,10,10,0,102.4,11.8,0,24.2,0
48.82233,9.41631,8/12/2016 6:00,8/12/2016 8:00,12.1,11.07999992,11.5,93,98,99,12.1,12.1,13.4,237,0.02,29,29,0,102.5,12.1,0,25.9,0
48.82233,9.41631,8/12/2016 7:00,8/12/2016 9:00,12.7,11.64000034,12.1,93,98,96,12.7,12.7,13.6,240,0.014,56,56,0,102.5,12.7,0,26.5,0
48.82233,9.41631,8/12/2016 8:00,8/12/2016 10:00,13.2,12.03999996,12.5,93,98.1,100,13.2,13.2,14.3,249,0.019,71,71,0,102.5,13.2,0,28,0
48.82233,9.41631,8/12/2016 9:00,8/12/2016 11:00,13.7,12.55000019,13,93,98.1,99,13.7,13.7,13.8,259,0.027,79,78,0,102.6,13.7,0,26.9,0
48.82233,9.41631,8/12/2016 10:00,8/12/2016 12:00,14.9,13.5,14,91,98.1,95,14.9,14.9,13.8,268,0.023,150,150,0,102.6,14.9,0,27.1,0
48.82233,9.41631,8/12/2016 11:00,8/12/2016 13:00,16.3,14.06000042,14.9,87,98.2,94,16.3,16.3,13.7,280,0,269,263,7,102.6,16.3,0,27.2,0.001
48.82233,9.41631,8/12/2016 12:00,8/12/2016 14:00,18,14.52999973,15.8,80,98.2,91,18,18,13.7,293,0,428,402,31,102.6,18,0,27.6,0.001
48.82233,9.41631,8/12/2016 13:00,8/12/2016 15:00,19.5,14.27000046,16.1,71,98.2,64,19.5,19.5,9.8,290,0,544,358,230,102.6,19.5,0,24,0.001
48.82233,9.41631,8/12/2016 14:00,8/12/2016 16:00,20.5,14.26000023,16.4,67,98.1,49,20.5,20.5,9.6,296,0,531,345,251,102.6,20.5,0,23.3,0.001
48.82233,9.41631,8/12/2016 15:00,8/12/2016 17:00,20.7,14.19999981,16.5,66,98.1,56,20.7,20.7,8.4,296,0.00254,376,295,126,102.6,20.7,0,21.7,0.001
48.82233,9.41631,8/12/2016 16:00,8/12/2016 18:00,20.8,14.23999977,16.5,66,98.1,30,20.8,20.8,7.7,292,0,330,225,207,102.6,20.8,0,21.4,0.001
48.82233,9.41631,8/12/2016 17:00,8/12/2016 19:00,20.6,15.14999962,17,71,98.2,6,20.6,20.6,4.9,290,0,215,137,221,102.6,20.6,0,23.3,0.001
48.82233,9.41631,8/12/2016 18:00,8/12/2016 20:00,16.6,14.44999981,15.2,87,98.2,0,16.6,16.6,2,275,0,69,68,0,102.6,16.6,0,24.3,0
48.82233,9.41631,8/12/2016 19:00,8/12/2016 21:00,13.4,11.73999977,12.4,90,98.2,1,13.4,13.4,4.8,181,0,0,0,0,102.6,13.4,0,24.1,-0.001
48.82233,9.41631,8/12/2016 20:00,8/12/2016 22:00,12.7,11.31000042,11.9,92,98.2,0,12.7,12.7,5.4,185,0,0,0,0,102.6,12.7,0,22.7,0
48.82233,9.41631,8/12/2016 21:00,8/12/2016 23:00,12.8,11.39999962,11.9,91,98.2,0,12.8,12.8,6.4,183,0,0,0,0,102.6,12.8,0,23.2,0
48.82233,9.41631,8/12/2016 22:00,8/13/2016 0:00,12.7,11.35000038,11.9,91,98.2,0,12.7,12.7,6.5,186,0,0,0,0,102.6,12.7,0,22.8,0
48.82233,9.41631,8/12/2016 23:00,8/13/2016 1:00,12.5,11.31999969,11.8,92,98.2,0,12.5,12.5,6.6,186,0,0,0,0,102.6,12.5,0,22.9,0
48.82233,9.41631,8/13/2016 0:00,8/13/2016 2:00,12.5,11.31999969,11.8,92,98.1,0,12.5,12.5,6.8,184,0,0,0,0,102.6,12.5,0,23,0
48.82233,9.41631,8/13/2016 1:00,8/13/2016 3:00,12.8,11.07999992,11.8,90,98.1,0,12.8,12.8,7,179,0,0,0,0,102.5,12.8,0,22.6,0
48.82233,9.41631,8/13/2016 2:00,8/13/2016 4:00,12.6,11.18000031,11.8,91,98.1,0,12.6,12.6,7,183,0,0,0,0,102.5,12.6,0,20.8,0
48.82233,9.41631,8/13/2016 3:00,8/13/2016 5:00,12.2,10.81000042,11.4,92,98.1,0,12.2,12.2,6.5,187,0,0,0,0,102.5,12.2,0,18.9,-0.001
48.82233,9.41631,8/13/2016 4:00,8/13/2016 6:00,12.5,11.10999966,11.7,91,98.1,0,12.5,12.5,7.3,186,0,0,0,0,102.5,12.5,0,17.3,0
48.82233,9.41631,8/13/2016 5:00,8/13/2016 7:00,13.7,11.26000023,12.3,85,98.1,0,13.7,13.7,7.7,185,0,42,29,355,102.5,13.7,0,16.8,0
48.82233,9.41631,8/13/2016 6:00,8/13/2016 8:00,16.4,12.65999985,14.1,79,98.1,1,16.4,16.4,7.2,184,0,178,64,575,102.5,16.4,0,18.8,0.001
48.82233,9.41631,8/13/2016 7:00,8/13/2016 9:00,17.6,12.31999969,14.4,71,98.1,0,17.6,17.6,6.3,196,0,355,75,772,102.5,17.6,0,18.6,0.001
48.82233,9.41631,8/13/2016 8:00,8/13/2016 10:00,20.1,13.43999958,15.9,66,98,0,20.1,20.1,4.9,204,0,520,72,871,102.5,20.1,0,25.7,0.001
48.82233,9.41631,8/13/2016 9:00,8/13/2016 11:00,22.2,14.01000023,16.9,60,98,0,22.2,22.2,5,249,0,659,88,885,102.4,22.2,0,29.6,0.001
48.82233,9.41631,8/13/2016 10:00,8/13/2016 12:00,23.5,14.05000019,17.4,56,98,0,23.5,23.5,6.3,279,0,759,122,856,102.4,23.5,0,33.5,0.002
48.82233,9.41631,8/13/2016 11:00,8/13/2016 13:00,24.3,14.09000015,17.7,53,98,0,24.3,24.3,6.8,289,0,812,150,821,102.4,24.3,0,37.4,0.002
48.82233,9.41631,8/13/2016 12:00,8/13/2016 14:00,24.9,14.25,18,52,98,0,24.9,24.9,6.4,290,0,815,166,786,102.4,24.9,0,40.4,0.002
48.82233,9.41631,8/13/2016 13:00,8/13/2016 15:00,26.2,14.60000038,18.6,49,97.9,0,26.2,26.2,4.6,264,0,769,179,735,102.3,26.2,0,35.4,0.002
48.82233,9.41631,8/13/2016 14:00,8/13/2016 16:00,26,14.48999977,18.5,49,97.9,0,26,26,5.8,281,0,675,189,660,102.2,26,0,37.5,0.002
48.82233,9.41631,8/13/2016 15:00,8/13/2016 17:00,25.7,14.60999966,18.4,51,97.9,0,25.7,25.7,6.7,291,0,542,200,539,102.2,25.7,0,42.5,0.002
48.82233,9.41631,8/13/2016 16:00,8/13/2016 18:00,25.2,15.53999996,18.8,55,97.9,0,25.2,25.2,6.5,295,0,385,165,440,102.2,25.2,0,46.8,0.002
48.82233,9.41631,8/13/2016 17:00,8/13/2016 19:00,24.2,17.55999947,19.7,67,97.9,0,24.2,24.2,4.7,309,0,219,124,272,102.2,24.2,0,53.9,0.001
48.82233,9.41631,8/13/2016 18:00,8/13/2016 20:00,19.5,15.19999981,16.7,76,97.9,0,19.5,19.5,4.7,314,0,68,67,0,102.2,19.5,0,44,0.001
48.82233,9.41631,8/13/2016 19:00,8/13/2016 21:00,14.5,12.88000011,13.5,90,97.8,0,14.5,14.5,3.4,345,0,0,0,0,102.2,14.5,0,39.9,0
48.82233,9.41631,8/13/2016 20:00,8/13/2016 22:00,13.3,11.68999958,12.3,90,97.9,0,13.3,13.3,1.5,318,0,0,0,0,102.3,13.3,0,37.3,0
48.82233,9.41631,8/13/2016 21:00,8/13/2016 23:00,12.9,11.21000004,11.9,89,97.9,0,12.9,12.9,1.5,246,0,0,0,0,102.3,12.9,0,35.3,0
48.82233,9.41631,8/13/2016 22:00,8/14/2016 0:00,12.8,10.92000008,11.7,89,97.9,0,12.8,12.8,2.1,218,0,0,0,0,102.3,12.8,0,35.1,0
48.82233,9.41631,8/13/2016 23:00,8/14/2016 1:00,12.6,10.72999954,11.5,89,97.9,0,12.6,12.6,2.5,210,0,0,0,0,102.3,12.6,0,35.5,0
48.82233,9.41631,8/14/2016 0:00,8/14/2016 2:00,12.1,10.36999989,11.1,89,97.9,0,12.1,12.1,2.3,215,0,0,0,0,102.3,12.1,0,36.8,0
48.82233,9.41631,8/14/2016 1:00,8/14/2016 3:00,11.9,10.23999977,11,90,97.9,0,11.9,11.9,0.6,284,0,0,0,0,102.3,11.9,0,39.3,0
48.82233,9.41631,8/14/2016 2:00,8/14/2016 4:00,11.6,10.02000046,10.7,90,97.8,33,11.6,11.6,0.6,309,0,0,0,0,102.2,11.6,0,39.5,0
48.82233,9.41631,8/14/2016 3:00,8/14/2016 5:00,11.4,9.850000381,10.6,90,97.8,25,11.4,11.4,0.6,340,0,0,0,0,102.2,11.4,0,39.4,0
48.82233,9.41631,8/14/2016 4:00,8/14/2016 6:00,11.4,9.840000153,10.5,91,97.8,0,11.4,11.4,0.7,152,0,0,0,0,102.2,11.4,0,37.6,0
48.82233,9.41631,8/14/2016 5:00,8/14/2016 7:00,13.7,12.26000023,12.9,92,97.8,1,13.7,13.7,1.9,166,0,41,29,345,102.2,13.7,0,36.4,0
48.82233,9.41631,8/14/2016 6:00,8/14/2016 8:00,19.1,15,16.5,77,97.8,0,19.1,19.1,2.6,174,0,175,63,570,102.2,19.1,0,36,0
48.82233,9.41631,8/14/2016 7:00,8/14/2016 9:00,19.7,14.22999954,16.2,71,97.8,0,19.7,19.7,2.9,187,0,351,74,773,102.2,19.7,0,36.8,0
48.82233,9.41631,8/14/2016 8:00,8/14/2016 10:00,22.2,15.34000015,17.7,65,97.8,0,22.2,22.2,2,211,0,515,69,870,102.2,22.2,0,38.2,0
48.82233,9.41631,8/14/2016 9:00,8/14/2016 11:00,24.7,16.01000023,18.9,59,97.8,0,24.7,24.7,2.8,275,0,653,101,859,102.2,24.7,0,43.4,0.001
48.82233,9.41631,8/14/2016 10:00,8/14/2016 12:00,25.2,15.14999962,18.6,54,97.8,0,25.2,25.2,6.2,305,0,751,119,851,102.2,25.2,0,49.6,0.002
48.82233,9.41631,8/14/2016 11:00,8/14/2016 13:00,25.7,14.98999977,18.6,52,97.8,0,25.7,25.7,7.7,316,0,802,147,816,102.2,25.7,0,53.2,0.002
48.82233,9.41631,8/14/2016 12:00,8/14/2016 14:00,26.1,14.97999954,18.8,51,97.8,0,26.1,26.1,8.1,324,0,804,166,775,102.2,26.1,0,55.5,0.002
48.82233,9.41631,8/14/2016 13:00,8/14/2016 15:00,26.6,15.60999966,19.2,51,97.7,0,26.6,26.6,8,338,0,755,191,706,102.1,26.6,0,59.3,0.002
48.82233,9.41631,8/14/2016 14:00,8/14/2016 16:00,26.5,15.46000004,19.1,51,97.7,0,26.5,26.5,8.5,343,0,664,192,644,102.1,26.5,0,60.7,0.002
48.82233,9.41631,8/14/2016 15:00,8/14/2016 17:00,26,15.63000011,19.1,53,97.7,0,26,26,9.6,346,0.00254,533,205,521,102.1,26,0,64.7,0.003
48.82233,9.41631,8/14/2016 16:00,8/14/2016 18:00,25.2,16.07999992,19.1,57,97.7,5,25.2,25.2,8,354,0.00254,376,168,419,102.1,25.2,0,66.4,0.002
48.82233,9.41631,8/14/2016 17:00,8/14/2016 19:00,24.1,17.65999985,19.7,67,97.7,8,24.1,24.1,5.7,6,0,211,125,251,102.1,24.1,0,70.2,0.001
48.82233,9.41631,8/14/2016 18:00,8/14/2016 20:00,20.2,16.03000069,17.5,77,97.7,21,20.2,20.2,5.5,20,0,63,62,0,102.1,20.2,0,62,0
48.82233,9.41631,8/14/2016 19:00,8/14/2016 21:00,16.5,14.77000046,15.3,89,97.7,24,16.5,16.5,5.7,17,0,0,0,0,102.1,16.5,0,51.7,0
48.82233,9.41631,8/14/2016 20:00,8/14/2016 22:00,15.1,13.14000034,13.9,88,97.7,7,15.1,15.1,5.2,39,0,0,0,0,102.1,15.1,0,41.2,0
48.82233,9.41631,8/14/2016 21:00,8/14/2016 23:00,15,12.75,13.6,87,97.8,2,15,15,5.8,55,0,0,0,0,102.1,15,0,37.6,0
48.82233,9.41631,8/14/2016 22:00,8/15/2016 0:00,14.9,12.02000046,13.2,83,97.8,11,14.9,14.9,6.6,63,0,0,0,0,102.2,14.9,0,36,0
48.82233,9.41631,8/14/2016 23:00,8/15/2016 1:00,14.8,11.88000011,13.1,83,97.8,7,14.8,14.8,7.3,76,0,0,0,0,102.2,14.8,0,34,0.001
48.82233,9.41631,8/15/2016 0:00,8/15/2016 2:00,14.4,11.77000046,12.9,84,97.8,4,14.4,14.4,7.5,90,0,0,0,0,102.2,14.4,0,32.1,0
48.82233,9.41631,8/15/2016 1:00,8/15/2016 3:00,14.3,12.14000034,13,87,97.8,5,14.3,14.3,7.9,103,0,0,0,0,102.2,14.3,0,31.6,0
48.82233,9.41631,8/15/2016 2:00,8/15/2016 4:00,13.7,12.01000023,12.7,90,97.8,5,13.7,13.7,7.5,114,0,0,0,0,102.2,13.7,0,30.3,0
48.82233,9.41631,8/15/2016 3:00,8/15/2016 5:00,13,11.81000042,12.3,93,97.7,27,13,13,6.8,118,0,0,0,0,102.1,13,0,30.3,0
48.82233,9.41631,8/15/2016 4:00,8/15/2016 6:00,12.6,11.61999989,12,94,97.7,35,12.6,12.6,6.3,111,0,0,0,0,102.2,12.6,0,30.7,0
48.82233,9.41631,8/15/2016 5:00,8/15/2016 7:00,13.9,12.06999969,12.8,89,97.8,23,13.9,13.9,6.2,102,0,41,30,346,102.2,13.9,0,30.8,0
48.82233,9.41631,8/15/2016 6:00,8/15/2016 8:00,16.9,13.14000034,14.5,79,97.8,16,16.9,16.9,6.2,90,0,171,63,565,102.2,16.9,0,30.8,0.001
48.82233,9.41631,8/15/2016 7:00,8/15/2016 9:00,19,13.73999977,15.7,72,97.8,6,19,19,6,90,0,347,73,769,102.2,19,0,28.5,0.001
48.82233,9.41631,8/15/2016 8:00,8/15/2016 10:00,21.2,14.35999966,16.8,65,97.7,0,21.2,21.2,7.6,91,0,516,72,874,102.1,21.2,0,34.2,0.001
48.82233,9.41631,8/15/2016 9:00,8/15/2016 11:00,23.1,14.72000027,17.6,59,97.7,0,23.1,23.1,9.6,90,0,667,91,901,102.1,23.1,0,46.3,0.002
