ID,Scrap
"0052175C",1
"0058175C",1
"0062175C",1
"0064175C",1
"0066175C",1
"0068175C",1
"0103175C",1
"0111175C",1
"0112175C",1
"0114175C",1
"0118175C",1
"0120175C",1
"0126175C",1
"0129175C",1
"0132175C",1
"0137175C",1
"0139175C",1
"0140175C",1
"0141175C",1
"0143175C",1
"0145175C",1
"0148175C",1
"0150175C",1
"0160175C",1
"0161175C",1
"0163175C",1
"0164175C",1
"0168175C",1
"0170175C",1
"0172175C",1
"0173175C",1
"0175175C",1
"0177175C",1
"0179175C",1
"0206175C",1
"0225175C",1
"0257175C",1
"0258175C",1
"0281175C",1
"0282175C",1
"0284175C",1
"0286175C",1
"0297175C",1
"0302175C",1
"0308175C",1
"0313175C",1
"0314175C",1
"0315175C",1
"0324175C",1
"0326175C",1
"0327175C",1
"0328175C",1
"0330175C",1
"0331175C",1
"0334175C",1
"0336175C",1
"0343175C",1
"0348175C",1
"0350175C",1
"0358175C",1
"0362175C",1
"0363175C",1
"0366175C",1
"0397175C",1
"0403175C",1
"0410175C",1
"0446175C",1
"0450175C",1
"0453175C",1
"0472175C",1
"0509175C",1
"0531175C",1
"0554175C",1
"0575175C",1
"0583175C",1
"0643175C",1
"0861175C",1
"0053176C",1
"0065176C",1
"0074176C",1
"0078176C",1
"0079176C",1
"0080176C",1
"0101176C",1
"0112176C",1
"0116176C",1
"0126176C",1
"0130176C",1
"0145176C",1
"0146176C",1
"0158176C",1
"0160176C",1
"0162176C",1
"0164176C",1
"0170176C",1
"0175176C",1
"0176176C",1
"0178176C",1
"0184176C",1
"0186176C",1
"0189176C",1
"0204176C",1
"0210176C",1
"0214176C",1
"0220176C",1
"0222176C",1
"0228176C",1
"0233176C",1
"0236176C",1
"0238176C",1
"0244176C",1
"0250176C",1
"0257176C",1
"0262176C",1
"0267176C",1
"0268176C",1
"0275176C",1
"0280176C",1
"0283176C",1
"0284176C",1
"0285176C",1
"0286176C",1
"0292176C",1
"0294176C",1
"0297176C",1
"0314176C",1
"0317176C",1
"0321176C",1
"0323176C",1
"0328176C",1
"0335176C",1
"0338176C",1
"0340176C",1
"0341176C",1
"0342176C",1
"0343176C",1
"0363176C",1
"0364176C",1
"0373176C",1
"0374176C",1
"0376176C",1
"0382176C",1
"0386176C",1
"0387176C",1
"0390176C",1
"0400176C",1
"0401176C",1
"0403176C",1
"0404176C",1
"0406176C",1
"0407176C",1
"0410176C",1
"0412176C",1
"0422176C",1
"0424176C",1
"0425176C",1
"0436176C",1
"0438176C",1
"0441176C",1
"0443176C",1
"0446176C",1
"0450176C",1
"0465176C",1
"0466176C",1
"0470176C",1
"0471176C",1
"0473176C",1
"0476176C",1
"0442177C",1
"0007178C",1
"0008178C",1
"0009178C",1
"0010178C",1
"0493178C",1
"0007179C",1
"0008179C",1
"0012179C",1
"0014179C",1
"0015179C",1
"0016179C",1
"0017179C",1
"0020179C",1
"0022179C",1
"0024179C",1
"0025179C",1
"0026179C",1
"0033179C",1
"0034179C",1
"0038179C",1
"0040179C",1
"0041179C",1
"0047179C",1
"0048179C",1
"0049179C",1
"0050179C",1
"0051179C",1
"0052179C",1
"0057179C",1
"0077179C",1
"0087179C",1
"0092179C",1
"0095179C",1
"0100179C",1
"0111179C",1
"0131179C",1
"0151179C",1
"0161179C",1
"0174179C",1
"0175179C",1
"0185179C",1
"0186179C",1
"0193179C",1
"0196179C",1
"0199179C",1
"0200179C",1
"0202179C",1
"0213179C",1
"0216179C",1
"0221179C",1
"0222179C",1
"0224179C",1
"0225179C",1
"0226179C",1
"0227179C",1
"0229179C",1
"0230179C",1
"0233179C",1
"0234179C",1
"0235179C",1
"0237179C",1
"0239179C",1
"0241179C",1
"0244179C",1
"0245179C",1
"0247179C",1
"0248179C",1
"0249179C",1
"0250179C",1
"0251179C",1
"0253179C",1
"0254179C",1
"0255179C",1
"0261179C",1
"0263179C",1
"0264179C",1
"0265179C",1
"0267179C",1
"0269179C",1
"0291179C",1
"0299179C",1
"0301179C",1
"0323179C",1
"0329179C",1
"0331179C",1
"0355179C",1
"0361179C",1
"0367179C",1
"0371179C",1
"0377179C",1
"0391179C",1
"0397179C",1
"0402179C",1
"0403179C",1
"0043180C",1
"0051180C",1
"0077180C",1
"0138180C",1
"0140180C",1
"0157180C",1
"0168180C",1
"0171180C",1
"0192180C",1
"0237180C",1
"0244180C",1
"0281180C",1
"0350180C",1
"0391180C",1
"0417180C",1
"0427180C",1
"0445180C",1
"0453180C",1
"0459180C",1
"0461180C",1
"0473180C",1
"0481180C",1
"0482180C",1
"0498180C",1
"0509180C",1
"0515180C",1
"0517180C",1
"0565180C",1
"0574180C",1
"0580180C",1
"0594180C",1
"0615180C",1
"0620180C",1
"0652180C",1
"0678180C",1
"0682180C",1
"0684180C",1
"0686180C",1
"0764180C",1
"0776180C",1
"0778180C",1
"0782180C",1
"0791180C",1
"0794180C",1
"0808180C",1
"0844180C",1
"0846180C",1
"0847180C",1
"0849180C",1
"0852180C",1
"0869180C",1
"0920180C",1
"0006181C",1
"0009181C",1
"0015181C",1
"0030181C",1
"0055181C",1
"0064181C",1
"0074181C",1
"0078181C",1
"0083181C",1
"0084181C",1
"0085181C",1
"0088181C",1
"0090181C",1
"0099181C",1
"0109181C",1
"0117181C",1
"0123181C",1
"0125181C",1
"0127181C",1
"0130181C",1
"0131181C",1
"0140181C",1
"0147181C",1
"0151181C",1
"0156181C",1
"0159181C",1
"0161181C",1
"0162181C",1
"0172181C",1
"0175181C",1
"0181181C",1
"0185181C",1
"0186181C",1
"0189181C",1
"0201181C",1
"0214181C",1
"0235181C",1
"0973181C",1
"0051182C",1
"0052182C",1
"0053182C",1
"0056182C",1
"0057182C",1
"0062182C",1
"0064182C",1
"0068182C",1
"0070182C",1
"0072182C",1
"0084182C",1
"0087182C",1
"0091182C",1
"0092182C",1
"0093182C",1
"0096182C",1
"0097182C",1
"0098182C",1
"0099182C",1
"0101182C",1
"0104182C",1
"0106182C",1
"0110182C",1
"0114182C",1
"0118182C",1
"0119182C",1
"0121182C",1
"0130182C",1
"0132182C",1
"0134182C",1
"0138182C",1
"0142182C",1
"0149182C",1
"0158182C",1
"0161182C",1
"0162182C",1
"0166182C",1
"0170182C",1
"0175182C",1
"0177182C",1
"0178182C",1
"0181182C",1
"0191182C",1
"0203182C",1
"0204182C",1
"0212182C",1
"0215182C",1
"0221182C",1
"0227182C",1
"0229182C",1
"0233182C",1
"0240182C",1
"0242182C",1
"0244182C",1
"0245182C",1
"0251182C",1
"0252182C",1
"0256182C",1
"0265182C",1
"0266182C",1
"0267182C",1
"0271182C",1
"0272182C",1
"0273182C",1
"0277182C",1
"0281182C",1
"0283182C",1
"0284182C",1
"0296182C",1
"0300182C",1
"0308182C",1
"0318182C",1
"0322182C",1
"0323182C",1
"0324182C",1
"0326182C",1
"0328182C",1
"0334182C",1
"0337182C",1
"0338182C",1
"0339182C",1
"0342182C",1
"0345182C",1
"0346182C",1
"0350182C",1
"0351182C",1
"0353182C",1
"0354182C",1
"0358182C",1
"0359182C",1
"0364182C",1
"0366182C",1
"0368182C",1
"0371182C",1
"0373182C",1
"0375182C",1
"0377182C",1
"0378182C",1
"0381182C",1
"0382182C",1
"0386182C",1
"0387182C",1
"0396182C",1
"0426182C",1
"0429182C",1
"0432182C",1
"0433182C",1
"0434182C",1
"0435182C",1
"0436182C",1
"0437182C",1
"0440182C",1
"0441182C",1
"0443182C",1
"0452182C",1
"0453182C",1
"0473182C",1
"0474182C",1
"0477182C",1
"0478182C",1
"0481182C",1
"0483182C",1
"0485182C",1
"0487182C",1
"0491182C",1
"0493182C",1
"0499182C",1
"0501182C",1
"0502182C",1
"0506182C",1
"0507182C",1
"0509182C",1
"0518182C",1
"0522182C",1
"0523182C",1
"0524182C",1
"0526182C",1
"0529182C",1
"0530182C",1
"0532182C",1
"0534182C",1
"0535182C",1
"0538182C",1
"0541182C",1
"0543182C",1
"0545182C",1
"0546182C",1
"0547182C",1
"0549182C",1
"0553182C",1
"0557182C",1
"0559182C",1
"0562182C",1
"0596182C",1
"0638182C",1
"0002183C",1
"0003183C",1
"0012183C",1
"0019183C",1
"0020183C",1
"0021183C",1
"0024183C",1
"0025183C",1
"0027183C",1
"0028183C",1
"0030183C",1
"0033183C",1
"0034183C",1
"0037183C",1
"0038183C",1
"0042183C",1
"0043183C",1
"0046183C",1
"0047183C",1
"0050183C",1
"0051183C",1
"0053183C",1
"0058183C",1
"0059183C",1
"0063183C",1
"0064183C",1
"0065183C",1
"0068183C",1
"0069183C",1
"0073183C",1
"0074183C",1
"0075183C",1
"0077183C",1
"0078183C",1
"0079183C",1
"0083183C",1
"0089183C",1
"0093183C",1
"0095183C",1
"0097183C",1
"0103183C",1
"0105183C",1
"0106183C",1
"0107183C",1
"0110183C",1
"0111183C",1
"0112183C",1
"0116183C",1
"0119183C",1
"0123183C",1
"0125183C",1
"0127183C",1
"0132183C",1
"0133183C",1
"0135183C",1
"0139183C",1
"0141183C",1
"0145183C",1
"0146183C",1
"0151183C",1
"0152183C",1
"0154183C",1
"0165183C",1
"0166183C",1
"0170183C",1
"0171183C",1
"0173183C",1
"0175183C",1
"0177183C",1
"0181183C",1
"0185183C",1
"0187183C",1
"0193183C",1
"0196183C",1
"0197183C",1
"0198183C",1
"0199183C",1
"0202183C",1
"0205183C",1
"0207183C",1
"0208183C",1
"0210183C",1
"0211183C",1
"0212183C",1
"0220183C",1
"0226183C",1
"0232183C",1
"0233183C",1
"0234183C",1
"0243183C",1
"0246183C",1
"0247183C",1
"0249183C",1
"0253183C",1
"0257183C",1
"0258183C",1
"0260183C",1
"0261183C",1
"0262183C",1
"0265183C",1
"0268183C",1
"0271183C",1
"0276183C",1
"0277183C",1
"0283183C",1
"0288183C",1
"0290183C",1
"0292183C",1
"0299183C",1
"0300183C",1
"0302183C",1
"0303183C",1
"0309183C",1
"0311183C",1
"0312183C",1
"0313183C",1
"0315183C",1
"0317183C",1
"0319183C",1
"0320183C",1
"0324183C",1
"0326183C",1
"0327183C",1
"0328183C",1
"0337183C",1
"0339183C",1
"0343183C",1
"0345183C",1
"0349183C",1
"0355183C",1
"0356183C",1
"0359183C",1
"0360183C",1
"0362183C",1
"0363183C",1
"0364183C",1
"0370183C",1
"0372183C",1
"0373183C",1
"0375183C",1
"0377183C",1
"0379183C",1
"0380183C",1
"0381183C",1
"0382183C",1
"0387183C",1
"0391183C",1
"0394183C",1
"0399183C",1
"0415183C",1
"0419183C",1
"0422183C",1
"0426183C",1
"0432183C",1
"0436183C",1
"0438183C",1
"0440183C",1
"0443183C",1
"0448183C",1
"0456183C",1
"0457183C",1
"0461183C",1
"0467183C",1
"0473183C",1
"0474183C",1
"0493183C",1
"0495183C",1
"0498183C",1
"0501183C",1
"0528183C",1
"0532183C",1
"0537183C",1
"0540183C",1
"0543183C",1
"0544183C",1
"0545183C",1
"0554183C",1
"0556183C",1
"0558183C",1
"0564183C",1
"0565183C",1
"0566183C",1
"0567183C",1
"0568183C",1
"0594183C",1
"0602183C",1
"0604183C",1
"0607183C",1
"0614183C",1
"0615183C",1
"0616183C",1
"0631183C",1
"0632183C",1
"0635183C",1
"0641183C",1
"0645183C",1
"0649183C",1
"0653183C",1
"0657183C",1
"0658183C",1
"0659183C",1
"0662183C",1
"0666183C",1
"0679183C",1
"0683183C",1
"0688183C",1
"0689183C",1
"0690183C",1
"0691183C",1
"0695183C",1
"0706183C",1
"0709183C",1
"0717183C",1
"0723183C",1
"0724183C",1
"0727183C",1
"0783183C",1
"0033184C",1
"0036184C",1
"0041184C",1
"0050184C",1
"0052184C",1
"0056184C",1
"0060184C",1
"0066184C",1
"0069184C",1
"0070184C",1
"0072184C",1
"0078184C",1
"0084184C",1
"0085184C",1
"0092184C",1
"0004185C",1
"0008185C",1
"0020185C",1
"0063185C",1
"0002186C",1
"0007186C",1
"0050186C",1
"0111186C",1
"0338186C",1
"0350186C",1
"0358186C",1
"0364186C",1
"0366186C",1
"0396186C",1
"0400186C",1
"0404186C",1
"0408186C",1
"0416186C",1
"0417186C",1
"0420186C",1
"0422186C",1
"0424186C",1
"0428186C",1
"0432186C",1
"0437186C",1
"0446186C",1
"0448186C",1
"0450186C",1
"0461186C",1
"0462186C",1
"0471186C",1
"0480186C",1
"0481186C",1
"0490186C",1
"0499186C",1
"0513186C",1
"0524186C",1
"0535186C",1
"0546186C",1
"0003187C",1
"0004187C",1
"0007187C",1
"0010187C",1
"0026187C",1
"0027187C",1
"0028187C",1
"0034187C",1
"0035187C",1
"0040187C",1
"0041187C",1
"0042187C",1
"0044187C",1
"0046187C",1
"0047187C",1
"0048187C",1
"0116187C",1
"0337187C",1
"0003188C",1
"0014188C",1
"0017188C",1
"0031188C",1
"0046188C",1
"0054188C",1
"0065188C",1
"0092188C",1
"0094188C",1
"0106188C",1
"0114188C",1
"0127188C",1
"0129188C",1
"0159188C",1
"0169188C",1
"0181188C",1
"0182188C",1
"0229188C",1
"0233188C",1
"0237188C",1
"0326188C",1
"0332188C",1
"0361188C",1
"0366188C",1
"0369188C",1
"0372188C",1
"0379188C",1
"0384188C",1
"0390188C",1
"0392188C",1
"0394188C",1
"0398188C",1
"0404188C",1
"0407188C",1
"0408188C",1
"0409188C",1
"0416188C",1
"0439188C",1
"0468188C",1
"0488188C",1
"0491188C",1
"0520188C",1
"0567188C",1
"0571188C",1
"0575188C",1
"0589188C",1
"0595188C",1
"0597188C",1
"0603188C",1
"0605188C",1
"0609188C",1
"0611188C",1
"0613188C",1
"0623188C",1
"0625188C",1
"0627188C",1
"0637188C",1
"0006189C",1
"0017189C",1
"0030189C",1
"0057189C",1
"0077189C",1
"0085189C",1
"0095189C",1
"0133189C",1
"0156189C",1
"0182189C",1
"0207189C",1
"0224189C",1
"0250189C",1
"0294189C",1
"0296189C",1
"0298189C",1
"0336189C",1
"0339189C",1
"0342189C",1
"0354189C",1
"0376189C",1
"0385189C",1
"0391189C",1
"0398189C",1
"0404189C",1
"0409189C",1
"0416189C",1
"0419189C",1
"0427189C",1
"0431189C",1
"0433189C",1
"0451189C",1
"0537189C",1
"0539189C",1
"0555189C",1
"0557189C",1
"0558189C",1
"0560189C",1
"0565189C",1
"0570189C",1
"0571189C",1
"0575189C",1
"0590189C",1
"0005190C",1
"0006190C",1
"0007190C",1
"0011190C",1
"0012190C",1
"0021190C",1
"0036190C",1
"0042190C",1
"0043190C",1
"0047190C",1
"0059190C",1
"0065190C",1
"0067190C",1
"0075190C",1
"0102190C",1
"0103190C",1
"0105190C",1
"0131190C",1
"0135190C",1
"0140190C",1
"0145190C",1
"0149190C",1
"0177190C",1
"0179190C",1
"0183190C",1
"0187190C",1
"0188190C",1
"0191190C",1
"0193190C",1
"0195190C",1
"0196190C",1
"0209190C",1
"0212190C",1
"0213190C",1
"0221190C",1
"0224190C",1
"0227190C",1
"0239190C",1
"0253190C",1
"0259190C",1
"0269190C",1
"0275190C",1
"0279190C",1
"0283190C",1
"0287190C",1
"0297190C",1
"0305190C",1
"0317190C",1
"0323190C",1
"0325190C",1
"0327190C",1
"0333190C",1
"0342190C",1
"0372190C",1
"0382190C",1
"0392190C",1
"0425190C",1
"0426190C",1
"0444190C",1
"0446190C",1
"0448190C",1
"0470190C",1
"0494190C",1
"0498190C",1
"0499190C",1
"0500190C",1
"0501190C",1
"0507190C",1
"0512190C",1
"0515190C",1
"0518190C",1
"0520190C",1
"0532190C",1
"0546190C",1
"0550190C",1
"0551190C",1
"0555190C",1
"0556190C",1
"0567190C",1
"0570190C",1
"0576190C",1
"0577190C",1
"0580190C",1
"0581190C",1
"0582190C",1
"0591190C",1
"0598190C",1
"0637190C",1
"0642190C",1
"0011191C",1
"0033191C",1
"0036191C",1
"0040191C",1
"0042191C",1
"0047191C",1
"0068191C",1
"0078191C",1
"0081191C",1
"0099191C",1
"0102191C",1
"0105191C",1
"0106191C",1
"0341191C",1
"0098193C",1
"0754196C",1
"0774196C",1
"0001198C",1
"0007198C",1
"0009198C",1
"0011198C",1
"0013198C",1
"0017198C",1
"0019198C",1
"0026198C",1
"0027198C",1
"0031198C",1
"0035198C",1
"0112198C",1
"0010199C",1
"0032200C",1
"0044200C",1
"0077200C",1
"0084200C",1
"0108200C",1
"0118200C",1
"0131200C",1
"0144200C",1
"0168200C",1
"0172200C",1
"0226200C",1
"0241200C",1
"0244200C",1
"0256200C",1
"0270200C",1
"0281200C",1
"0344200C",1
"0354200C",1
"0356200C",1
"0362200C",1
"0370200C",1
"0380200C",1
"0402200C",1
"0410200C",1
"0417200C",1
"0418200C",1
"0422200C",1
"0425200C",1
"0430200C",1
"0434200C",1
"0443200C",1
"0444200C",1
"0450200C",1
"0453200C",1
"0456200C",1
"0457200C",1
"0458200C",1
"0467200C",1
"0468200C",1
"0469200C",1
"0470200C",1
"0471200C",1
"0473200C",1
"0475200C",1
"0476200C",1
"0477200C",1
"0478200C",1
"0479200C",1
"0485200C",1
"0486200C",1
"0487200C",1
"0492200C",1
"0494200C",1
"0495200C",1
"0497200C",1
"0499200C",1
"0501200C",1
"0502200C",1
"0504200C",1
"0505200C",1
"0506200C",1
"0508200C",1
"0510200C",1
"0513200C",1
"0514200C",1
"0516200C",1
"0522200C",1
"0523200C",1
"0530200C",1
"0545200C",1
"0548200C",1
"0565200C",1
"0568200C",1
"0584200C",1
"0588200C",1
"0606200C",1
"0615200C",1
"0625200C",1
"0627200C",1
"0628200C",1
"0630200C",1
"0631200C",1
"0635200C",1
"0636200C",1
"0637200C",1
"0638200C",1
"0639200C",1
"0643200C",1
"0646200C",1
"0652200C",1
"0653200C",1
"0654200C",1
"0655200C",1
"0656200C",1
"0001201C",1
"0003201C",1
"0004201C",1
"0006201C",1
"0010201C",1
"0011201C",1
"0012201C",1
"0013201C",1
"0014201C",1
"0015201C",1
"0016201C",1
"0017201C",1
"0018201C",1
"0021201C",1
"0022201C",1
"0023201C",1
"0025201C",1
"0026201C",1
"0027201C",1
"0028201C",1
"0030201C",1
"0033201C",1
"0034201C",1
"0035201C",1
"0037201C",1
"0047201C",1
"0051201C",1
"0062201C",1
"0065201C",1
"0068201C",1
"0070201C",1
"0076201C",1
"0080201C",1
"0081201C",1
"0082201C",1
"0085201C",1
"0088201C",1
"0091201C",1
"0096201C",1
"0097201C",1
"0103201C",1
"0104201C",1
"0107201C",1
"0109201C",1
"0115201C",1
"0116201C",1
"0118201C",1
"0121201C",1
"0123201C",1
"0125201C",1
"0128201C",1
"0132201C",1
"0143201C",1
"0154201C",1
"0158201C",1
"0159201C",1
"0163201C",1
"0164201C",1
"0165201C",1
"0167201C",1
"0168201C",1
"0171201C",1
"0172201C",1
"0174201C",1
"0175201C",1
"0178201C",1
"0179201C",1
"0188201C",1
"0193201C",1
"0196201C",1
"0239201C",1
"0247201C",1
"0256201C",1
"0274201C",1
"0278201C",1
"0437201C",1
"0448201C",1
"0457201C",1
"0470201C",1
"0474201C",1
"0651201C",1
"0001202C",1
"0020202C",1
"0024202C",1
"0025202C",1
"0046202C",1
"0055202C",1
"0060202C",1
"0061202C",1
"0069202C",1
"0078202C",1
"0081202C",1
"0083202C",1
"0087202C",1
"0103202C",1
"0136202C",1
"0155202C",1
"0157202C",1
"0170202C",1
"0172202C",1
"0173202C",1
"0175202C",1
"0177202C",1
"0180202C",1
"0181202C",1
"0183202C",1
"0184202C",1
"0190202C",1
"0196202C",1
"0197202C",1
"0199202C",1
"0200202C",1
"0204202C",1
"0207202C",1
"0211202C",1
"0221202C",1
"0224202C",1
"0235202C",1
"0238202C",1
"0241202C",1
"0249202C",1
"0253202C",1
"0259202C",1
"0261202C",1
"0270202C",1
"0271202C",1
"0284202C",1
"0286202C",1
"0287202C",1
"0289202C",1
"0290202C",1
"0297202C",1
"0300202C",1
"0303202C",1
"0304202C",1
"0307202C",1
"0313202C",1
"0315202C",1
"0320202C",1
"0323202C",1
"0335202C",1
"0336202C",1
"0343202C",1
"0345202C",1
"0347202C",1
"0348202C",1
"0353202C",1
"0354202C",1
"0356202C",1
"0357202C",1
"0358202C",1
"0359202C",1
"0362202C",1
"0365202C",1
"0370202C",1
"0371202C",1
"0373202C",1
"0376202C",1
"0377202C",1
"0381202C",1
"0386202C",1
"0387202C",1
"0390202C",1
"0395202C",1
"0397202C",1
"0399202C",1
"0401202C",1
"0402202C",1
"0403202C",1
"0405202C",1
"0406202C",1
"0409202C",1
"0411202C",1
"0413202C",1
"0414202C",1
"0415202C",1
"0417202C",1
"0418202C",1
"0420202C",1
"0424202C",1
"0425202C",1
"0431202C",1
"0432202C",1
"0434202C",1
"0436202C",1
"0441202C",1
"0445202C",1
"0449202C",1
"0450202C",1
"0455202C",1
"0458202C",1
"0460202C",1
"0461202C",1
"0462202C",1
"0463202C",1
"0464202C",1
"0466202C",1
"0467202C",1
"0471202C",1
"0475202C",1
"0479202C",1
"0491202C",1
"0494202C",1
"0498202C",1
"0504202C",1
"0506202C",1
"0507202C",1
"0514202C",1
"0531202C",1
"0541202C",1
"0548202C",1
"0550202C",1
"0551202C",1
"0553202C",1
"0560202C",1
"0562202C",1
"0565202C",1
"0566202C",1
"0567202C",1
"0570202C",1
"0575202C",1
"0576202C",1
"0577202C",1
"0582202C",1
"0583202C",1
"0598202C",1
"0602202C",1
"0603202C",1
"0604202C",1
"0605202C",1
"0606202C",1
"0607202C",1
"0612202C",1
"0614202C",1
"0616202C",1
"0618202C",1
"0621202C",1
"0624202C",1
"0626202C",1
"0632202C",1
"0634202C",1
"0635202C",1
"0637202C",1
"0641202C",1
"0644202C",1
"0645202C",1
"0646202C",1
"0648202C",1
"0649202C",1
"0650202C",1
"0651202C",1
"0655202C",1
"0656202C",1
"0658202C",1
"0661202C",1
"0663202C",1
"0664202C",1
"0666202C",1
"0668202C",1
"0671202C",1
"0672202C",1
"0674202C",1
"0677202C",1
"0678202C",1
"0679202C",1
"0680202C",1
"0681202C",1
"0682202C",1
"0683202C",1
"0686202C",1
"0696202C",1
"0697202C",1
"0706202C",1
"0714202C",1
"0716202C",1
"0721202C",1
"0722202C",1
"0724202C",1
"0727202C",1
"0728202C",1
"0729202C",1
"0730202C",1
"0732202C",1
"0738202C",1
"0739202C",1
"0749202C",1
"0757202C",1
"0768202C",1
"0778202C",1
"0784202C",1
"0788202C",1
"0795202C",1
"0797202C",1
"0799202C",1
"0803202C",1
"0804202C",1
"0807202C",1
"0812202C",1
"0813202C",1
"0817202C",1
"0819202C",1
"0820202C",1
"0821202C",1
"0822202C",1
"0823202C",1
"0824202C",1
"0827202C",1
"0832202C",1
"0834202C",1
"0835202C",1
"0837202C",1
"0838202C",1
"0839202C",1
"0845202C",1
"0846202C",1
"0858202C",1
"0865202C",1
"0869202C",1
"0873202C",1
"0885202C",1
"0887202C",1
"0888202C",1
"0892202C",1
"0894202C",1
"0902202C",1
"0906202C",1
"0908202C",1
"0005203C",1
"0007203C",1
"0008203C",1
"0012203C",1
"0013203C",1
"0015203C",1
"0016203C",1
"0025203C",1
"0026203C",1
"0028203C",1
"0030203C",1
"0032203C",1
"0044203C",1
"0045203C",1
"0046203C",1
"0047203C",1
"0049203C",1
"0050203C",1
"0053203C",1
"0054203C",1
"0055203C",1
"0067203C",1
"0074203C",1
"0080203C",1
"0081203C",1
"0082203C",1
"0087203C",1
"0088203C",1
"0089203C",1
"0092203C",1
"0093203C",1
"0096203C",1
"0098203C",1
"0099203C",1
"0101203C",1
"0102203C",1
"0105203C",1
"0106203C",1
"0107203C",1
"0108203C",1
"0109203C",1
"0111203C",1
"0113203C",1
"0117203C",1
"0119203C",1
"0120203C",1
"0123203C",1
"0125203C",1
"0126203C",1
"0127203C",1
"0128203C",1
"0130203C",1
"0131203C",1
"0132203C",1
"0133203C",1
"0134203C",1
"0135203C",1
"0136203C",1
"0137203C",1
"0139203C",1
"0140203C",1
"0141203C",1
"0142203C",1
"0143203C",1
"0145203C",1
"0147203C",1
"0148203C",1
"0149203C",1
"0152203C",1
"0153203C",1
"0155203C",1
"0156203C",1
"0157203C",1
"0158203C",1
"0159203C",1
"0163203C",1
"0164203C",1
"0165203C",1
"0166203C",1
"0169203C",1
"0171203C",1
"0172203C",1
"0174203C",1
"0175203C",1
"0177203C",1
"0178203C",1
"0181203C",1
"0186203C",1
"0187203C",1
"0191203C",1
"0193203C",1
"0195203C",1
"0197203C",1
"0200203C",1
"0201203C",1
"0203203C",1
"0205203C",1
"0206203C",1
"0207203C",1
"0211203C",1
"0212203C",1
"0214203C",1
"0217203C",1
"0003204C",1
"0004204C",1
"0006204C",1
"0012204C",1
"0014204C",1
"0017204C",1
"0018204C",1
"0021204C",1
"0022204C",1
"0023204C",1
"0025204C",1
"0026204C",1
"0027204C",1
"0030204C",1
"0031204C",1
"0038204C",1
"0041204C",1
"0042204C",1
"0044204C",1
"0051204C",1
"0063204C",1
"0064204C",1
"0067204C",1
"0070204C",1
"0071204C",1
"0074204C",1
"0092204C",1
"0100204C",1
"0103204C",1
"0105204C",1
"0116204C",1
"0123204C",1
"0128204C",1
"0130204C",1
"0134204C",1
"0136204C",1
"0137204C",1
"0139204C",1
"0140204C",1
"0141204C",1
"0145204C",1
"0146204C",1
"0148204C",1
"0154204C",1
"0157204C",1
"0158204C",1
"0159204C",1
"0162204C",1
"0164204C",1
"0166204C",1
"0167204C",1
"0176204C",1
"0187204C",1
"0190204C",1
"0193204C",1
"0194204C",1
"0198204C",1
"0201204C",1
"0202204C",1
"0213204C",1
"0228204C",1
"0229204C",1
"0232204C",1
"0237204C",1
"0238204C",1
"0241204C",1
"0242204C",1
"0244204C",1
"0245204C",1
"0248204C",1
"0251204C",1
"0254204C",1
"0261204C",1
"0262204C",1
"0264204C",1
"0272204C",1
"0278204C",1
"0280204C",1
"0293204C",1
"0296204C",1
"0299204C",1
"0308204C",1
"0315204C",1
"0318204C",1
"0322204C",1
"0327204C",1
"0336204C",1
"0338204C",1
"0344204C",1
"0346204C",1
"0352204C",1
"0359204C",1
"0360204C",1
"0362204C",1
"0365204C",1
"0366204C",1
"0371204C",1
"0372204C",1
"0373204C",1
"0374204C",1
"0376204C",1
"0379204C",1
"0382204C",1
"0384204C",1
"0386204C",1
"0387204C",1
"0388204C",1
"0389204C",1
"0390204C",1
"0391204C",1
"0392204C",1
"0393204C",1
"0394204C",1
"0396204C",1
"0397204C",1
"0398204C",1
"0400204C",1
"0402204C",1
"0403204C",1
"0405204C",1
"0406204C",1
"0407204C",1
"0408204C",1
"0409204C",1
"0410204C",1
"0411204C",1
"0412204C",1
"0415204C",1
"0416204C",1
"0427204C",1
"0432204C",1
"0441204C",1
"0455204C",1
"0460204C",1
"0463204C",1
"0467204C",1
"0468204C",1
"0469204C",1
"0470204C",1
"0471204C",1
"0474204C",1
"0475204C",1
"0479204C",1
"0480204C",1
"0482204C",1
"0487204C",1
"0488204C",1
"0490204C",1
"0491204C",1
"0497204C",1
"0498204C",1
"0499204C",1
"0500204C",1
"0501204C",1
"0502204C",1
"0503204C",1
"0504204C",1
"0505204C",1
"0506204C",1
"0507204C",1
"0508204C",1
"0510204C",1
"0512204C",1
"0513204C",1
"0515204C",1
"0518204C",1
"0521204C",1
"0524204C",1
"0525204C",1
"0526204C",1
"0528204C",1
"0531204C",1
"0532204C",1
"0534204C",1
"0535204C",1
"0536204C",1
"0537204C",1
"0540204C",1
"0541204C",1
"0542204C",1
"0543204C",1
"0544204C",1
"0545204C",1
"0546204C",1
"0547204C",1
"0549204C",1
"0550204C",1
"0552204C",1
"0553204C",1
"0554204C",1
"0555204C",1
"0556204C",1
"0562204C",1
"0567204C",1
"0575204C",1
"0578204C",1
"0580204C",1
"0582204C",1
"0583204C",1
"0584204C",1
"0585204C",1
"0586204C",1
"0588204C",1
"0591204C",1
"0593204C",1
"0596204C",1
"0598204C",1
"0599204C",1
"0602204C",1
